Time Stamp;Power Supply 1 Power;Voltage, V;Power Output(x10), W
Jan-24-2024 12:37:35.057 PM;29,9495607802;243,5234527588;299,495607802
Jan-24-2024 12:37:35.168 PM;29,755224872;244,6573944092;297,55224872
Jan-24-2024 12:37:35.280 PM;29,755224872;244,6573944092;297,55224872
Jan-24-2024 12:37:35.390 PM;29,755224872;244,6573944092;297,55224872
Jan-24-2024 12:37:35.498 PM;29,755224872;244,6573944092;297,55224872
Jan-24-2024 12:37:35.607 PM;30,120361449;245,300994873;301,20361449
Jan-24-2024 12:37:35.716 PM;30,120361449;245,300994873;301,20361449
Jan-24-2024 12:37:35.824 PM;30,120361449;245,300994873;301,20361449
Jan-24-2024 12:37:35.933 PM;30,120361449;245,300994873;301,20361449
Jan-24-2024 12:37:36.041 PM;30,120361449;245,300994873;301,20361449
Jan-24-2024 12:37:36.151 PM;30,120361449;245,300994873;301,20361449
Jan-24-2024 12:37:36.261 PM;29,6057049947;245,7913513184;296,057049947
Jan-24-2024 12:37:36.369 PM;29,6057049947;245,7913513184;296,057049947
Jan-24-2024 12:37:36.479 PM;29,6057049947;245,7913513184;296,057049947
Jan-24-2024 12:37:36.590 PM;29,6057049947;245,7913513184;296,057049947
Jan-24-2024 12:37:36.697 PM;29,6057049947;245,7913513184;296,057049947
Jan-24-2024 12:37:36.808 PM;29,6057049947;245,7913513184;296,057049947
Jan-24-2024 12:37:36.918 PM;29,9639548479;246,3736419678;299,639548479
Jan-24-2024 12:37:37.026 PM;29,9639548479;246,3736419678;299,639548479
Jan-24-2024 12:37:37.134 PM;29,9639548479;246,3736419678;299,639548479
Jan-24-2024 12:37:37.244 PM;29,9639548479;246,3736419678;299,639548479
Jan-24-2024 12:37:37.353 PM;29,9639548479;246,3736419678;299,639548479
Jan-24-2024 12:37:37.463 PM;29,9639548479;246,3736419678;299,639548479
Jan-24-2024 12:37:37.570 PM;29,5497806786;246,9252929688;295,497806786
Jan-24-2024 12:37:37.678 PM;29,5497806786;246,9252929688;295,497806786
Jan-24-2024 12:37:37.788 PM;29,5497806786;246,9252929688;295,497806786
Jan-24-2024 12:37:37.898 PM;29,5497806786;246,9252929688;295,497806786
Jan-24-2024 12:37:38.010 PM;29,5497806786;246,9252929688;295,497806786
Jan-24-2024 12:37:38.119 PM;30,1983486732;247,507598877;301,983486732
Jan-24-2024 12:37:38.229 PM;30,1983486732;247,507598877;301,983486732
